Date,ExchangeRate,KRX100,KORIBOR,LIBOR,달러지수 (종가),콜금리,KOSPI
2019.09.24,1.193,4.441,1.52,1.842,98.34,1.51,2.101
2019.09.25,1.194,4.448,1.52,1.84075,99.04,1.53,2.073
2019.09.26,1.198,4.392,1.53,1.82988,99.13,1.53,2.075
2019.09.27,1.199,4.426,1.53,1.82713,99.11,1.54,2.050
2019.09.30,1.201,4.441,1.53,1.8215,99.38,1.58,2.063
2019.10.01,1.199,4.347,1.53,1.82613,99.13,1.55,2.072
2019.10.02,1.198,4.329,1.53,1.85125,99.02,1.51,2.032
2019.10.04,1.203,4.336,1.51,1.82075,98.81,1.52,2.021
2019.10.07,1.197,4.391,1.48,1.80825,98.97,1.46,2.022
2019.10.08,1.196,4.350,1.47,1.8055,99.13,1.48,2.046
2019.10.10,1.194,4.394,1.47,1.79263,98.7,1.51,2.028
2019.10.11,1.196,4.437,1.47,1.79888,98.3,1.55,2.045
2019.10.14,1.189,4.437,1.47,0,98.45,1.53,2.067
2019.10.15,1.183,4.468,1.47,1.79513,98.29,1.52,2.068
2019.10.16,1.184,4.454,1.44,1.82575,98,1.28,2.083
2019.10.17,1.187,4.406,1.42,1.83813,97.61,1.25,2.078
2019.10.18,1.186,4.423,1.44,1.81513,97.28,1.25,2.061
2019.10.21,1.180,4.482,1.44,1.81113,97.33,1.25,2.065
2019.10.22,1.175,4.464,1.45,1.81288,97.53,1.24,2.089
2019.10.23,1.171,4.477,1.45,1.814,97.49,1.24,2.081
2019.10.24,1.173,4.481,1.46,1.80275,97.63,1.23,2.086
2019.10.25,1.171,4.490,1.47,1.806,97.83,1.24,2.088
2019.10.28,1.174,4.489,1.5,1.80163,97.76,1.24,2.094
2019.10.29,1.169,4.458,1.54,1.801,97.69,1.24,2.093
2019.10.30,1.166,4.464,1.54,1.80438,97.65,1.26,2.080
2019.10.31,1.168,4.510,1.53,1.59988,97.35,1.29,2.083
2019.11.01,1.161,4.570,1.53,1.59213,97.24,1.25,2.100
2019.11.04,1.167,4.602,1.54,1.55088,97.5,1.25,2.130
2019.11.05,1.160,4.599,1.56,1.54713,97.98,1.25,2.143
2019.11.06,1.160,4.596,1.56,1.5365,97.95,1.24,2.144
2019.11.07,1.157,4.578,1.57,1.54363,98.14,1.26,2.144
2019.11.08,1.160,4.541,1.57,1.53863,98.35,1.28,2.137
2019.11.11,1.156,4.585,1.58,0,98.2,1.3,2.124
2019.11.12,1.161,4.546,1.59,1.53925,98.31,1.32,2.141
2019.11.13,1.163,4.593,1.6,1.539,98.37,1.32,2.122
2019.11.14,1.167,4.646,1.6,1.527,98.16,1.3,2.139
2019.11.15,1.170,4.647,1.61,1.53675,98,1.3,2.162
2019.11.18,1.166,4.634,1.62,1.53538,97.79,1.3,2.161
2019.11.19,1.164,4.572,1.62,1.53688,97.86,1.29,2.153
2019.11.20,1.168,4.510,1.62,1.529,97.93,1.3,2.125
2019.11.21,1.170,4.527,1.62,1.54138,97.99,1.29,2.097
2019.11.22,1.176,4.571,1.63,1.53388,98.27,1.29,2.102
2019.11.25,1.177,4.562,1.62,1.53613,98.32,1.27,2.124
2019.11.26,1.176,4.577,1.62,1.538,98.25,1.27,2.121
2019.11.27,1.174,4.554,1.62,1.53963,98.37,1.26,2.128
2019.11.28,1.176,4.481,1.62,0,98.37,1.25,2.119
2019.11.29,1.179,4.493,1.62,1.5425,98.27,1.28,2.088
2019.12.02,1.180,4.473,1.6,1.54063,97.86,1.25,2.092
2019.12.03,1.180,4.441,1.6,1.5385,97.74,1.24,2.084
2019.12.04,1.186,4.427,1.59,1.5295,97.65,1.24,2.069
2019.12.05,1.193,4.478,1.58,1.52938,97.41,1.25,2.061
2019.12.06,1.190,4.505,1.58,1.52913,97.7,1.24,2.082
2019.12.09,1.189,4.523,1.58,1.53663,97.64,1.26,2.089
2019.12.10,1.189,4.536,1.58,1.529,97.41,1.28,2.098
2019.12.11,1.192,4.614,1.58,1.52538,97.08,1.26,2.106
2019.12.12,1.193,4.696,1.57,1.53375,97.4,1.3,2.137
2019.12.13,1.188,4.690,1.57,1.52988,97.17,1.3,2.170
2019.12.16,1.171,4.765,1.57,1.53063,97.02,1.29,2.168
2019.12.17,1.172,4.764,1.56,1.53563,97.22,1.28,2.196
2019.12.18,1.166,4.768,1.56,1.5335,97.4,1.28,2.195
2019.12.19,1.165,4.785,1.56,1.534,97.38,1.29,2.197
2019.12.20,1.164,4.776,1.56,1.53663,97.69,1.28,2.204
2019.12.23,1.162,4.744,1.56,1.5345,97.66,1.29,2.204
2019.12.24,1.161,4.765,1.56,1.53313,97.65,1.3,2.190
2019.12.26,1.163,4.776,1.56,0,97.53,1.31,2.198
2019.12.27,1.161,4.750,1.56,1.53625,96.92,1.31,2.204
2019.12.30,1.160,0.000,1.55,1.53438,96.74,1.31,2.198
2019.12.31,1.157,4.694,1.55,1.54263,96.39,1.39,n.ll
2020.01.02,1.157,4.700,1.54,1.5405,96.85,1.3,2.175
2020.01.03,1.156,4.666,1.52,1.53675,96.84,1.27,2.176
2020.01.06,1.162,4.714,1.5,1.537,96.67,1.29,2.155
2020.01.07,1.169,4.687,1.48,1.52788,97,1.27,2.176
2020.01.08,1.165,4.761,1.47,1.5325,97.3,1.25,2.151
2020.01.09,1.174,4.801,1.47,1.527,97.45,1.28,2.186
2020.01.10,1.160,4.850,1.47,1.53313,97.36,1.28,2.206
2020.01.13,1.161,4.875,1.48,1.53513,97.34,1.29,2.229
2020.01.14,1.155,4.844,1.48,1.53125,97.37,1.27,2.239
2020.01.15,1.153,4.891,1.48,1.52838,97.23,1.27,2.231
2020.01.16,1.158,4.900,1.48,1.53563,97.32,1.27,2.248
2020.01.17,1.159,4.938,1.49,1.53113,97.64,1.28,2.251
2020.01.20,1.158,4.883,1.49,0,97.61,1.28,2.263
2020.01.21,1.158,4.948,1.5,1.53925,97.53,1.29,2.240
2020.01.22,1.164,4.886,1.49,1.53263,97.53,1.28,2.267
2020.01.23,1.165,4.732,1.49,1.53163,97.69,1.28,2.246
2020.01.28,1.167,4.754,1.48,1.533,98.02,1.26,2.177
2020.01.29,1.176,4.668,1.47,1.52963,97.99,1.25,2.185
2020.01.30,1.176,4.608,1.46,1.54388,97.87,1.24,2.148
2020.01.31,1.183,4.614,1.45,1.56875,97.39,1.25,2.119
2020.02.03,1.187,4.706,1.43,1.568,97.8,1.22,2.119
2020.02.04,1.196,4.728,1.42,1.5655,97.96,1.22,2.158
2020.02.05,1.189,4.864,1.42,1.57513,98.3,1.23,2.166
2020.02.06,1.188,4.827,1.42,1.572,98.5,1.23,2.228
2020.02.07,1.181,4.794,1.41,1.57738,98.68,1.22,2.212
2020.02.10,1.187,4.848,1.4,1.57463,98.83,1.24,2.201
2020.02.11,1.189,4.884,1.38,1.57125,98.72,1.26,2.223
2020.02.12,1.184,4.877,1.38,1.57413,99.05,1.26,2.238
2020.02.13,1.179,4.908,1.38,1.57338,99.07,1.26,2.233
2020.02.14,1.181,4.906,1.37,1.57613,99.12,1.24,2.244
2020.02.17,1.183,4.829,1.38,0,99,1.24,2.242
2020.02.18,1.182,4.841,1.38,1.56338,99.44,1.23,2.209
2020.02.19,1.188,4.817,1.36,1.57688,99.7,1.24,2.210
2020.02.20,1.190,4.751,1.36,1.56713,99.86,1.23,2.196
2020.02.21,1.197,4.569,1.34,1.57025,99.26,1.23,2.163
2020.02.24,1.205,4.615,1.31,1.5755,99.36,1.24,2.079
2020.02.25,1.217,4.544,1.29,1.569,98.97,1.25,2.104
2020.02.26,1.212,4.496,1.29,1.5715,99,1.25,2.077
2020.02.27,1.216,4.346,1.28,1.574,98.51,1.23,2.055
2020.02.28,1.215,4.384,1.29,1.56775,98.13,1.26,1.987
2020.03.02,1.215,4.401,1.27,1.57463,97.36,1.26,2.003
2020.03.03,1.200,4.504,1.28,1.57563,97.15,1.26,2.014
2020.03.04,1.191,4.554,1.27,1.08775,97.34,1.25,2.059
2020.03.05,1.186,4.454,1.23,1.08213,96.82,1.25,2.085
2020.03.06,1.185,4.255,1.23,1.07975,95.95,1.24,2.040
2020.03.09,1.191,4.281,1.22,1.08113,94.89,1.26,1.955
2020.03.10,1.201,4.164,1.21,1.082,96.41,1.25,1.963
2020.03.11,1.196,4.012,1.21,1.084,96.51,1.24,1.908
2020.03.12,1.192,3.901,1.21,1.08663,97.47,1.25,1.834
2020.03.13,1.202,3.770,1.22,1.08488,98.75,1.25,1.771
2020.03.16,1.222,3.669,1.23,0.23925,98.07,1.27,1.715
2020.03.17,1.219,3.491,1.15,0.25813,99.58,0.76,1.672
2020.03.18,1.241,3.225,1.1,0.37988,101.16,0.73,1.591
2020.03.19,1.237,3.459,1.1,0.29825,102.99,0.72,1.458
2020.03.20,1.280,3.270,1.15,0.21188,102.82,0.73,1.566
2020.03.23,1.254,3.573,1.16,0.2065,102.49,0.73,1.482
2020.03.24,1.274,3.781,1.22,0.17813,102.04,0.72,1.610
2020.03.25,1.256,3.716,1.25,0.20125,101.05,0.73,1.705
2020.03.26,1.230,3.794,1.28,0.14988,99.35,0.73,1.686
2020.03.27,1.227,3.770,1.3,0.13625,98.36,0.75,1.718
2020.03.30,1.212,3.841,1.32,0.12088,99.18,0.76,1.717
2020.03.31,1.222,3.661,1.33,0.119,99.05,0.8,1.755
2020.04.01,1.220,3.752,1.3,0.10875,99.67,0.76,1.685
2020.04.02,1.222,3.747,1.28,0.08588,100.18,0.74,1.725
2020.04.03,1.237,3.895,1.25,0.07663,100.58,0.73,1.725
2020.04.06,1.229,3.957,1.21,0.0745,100.68,0.75,1.792
2020.04.07,1.233,3.908,1.19,0.077,99.9,0.74,1.824
2020.04.08,1.222,3.969,1.17,0.07188,100.12,0.73,1.807
2020.04.09,1.219,4.004,1.15,0.06775,99.52,0.73,1.836
2020.04.10,1.216,3.929,1.13,#N/A,99.52,0.73,1.861
2020.04.13,1.212,3.995,1.13,#N/A,99.35,0.75,1.826
2020.04.14,1.218,3.991,1.13,0.07163,98.89,0.74,1.857
2020.04.16,1.216,4.117,1.13,0.067,100.03,0.73,1.857
2020.04.17,1.227,4.068,1.13,0.067,99.78,0.74,1.915
2020.04.20,1.219,4.025,1.14,0.06463,99.96,0.75,1.898
2020.04.21,1.218,4.068,1.14,0.06313,100.26,0.75,1.879
2020.04.22,1.231,4.097,1.14,0.0635,100.39,0.74,1.896
2020.04.23,1.235,4.041,1.14,0.05825,100.43,0.74,1.915
2020.04.24,1.232,4.118,1.13,0.05675,100.38,0.74,1.889
2020.04.27,1.235,4.142,1.12,0.056,100.04,0.73,1.923
2020.04.28,1.230,4.173,1.12,0.05075,99.86,0.73,1.934
2020.04.29,1.225,4.052,1.12,0.05488,99.57,0.76,1.948
2020.05.04,1.218,4.123,1.12,0.05725,99.48,0.71,1.895
2020.05.06,1.227,4.118,1.12,0.0625,100.09,0.72,1.929
2020.05.07,1.223,4.157,1.11,0.061,99.89,0.71,1.929
2020.05.08,1.226,4.127,1.1,0,99.73,0.72,1.946
2020.05.11,1.217,4.103,1.09,0.06163,100.24,0.73,1.935
2020.05.12,1.217,4.142,1.08,0.06063,99.93,0.73,1.922
2020.05.13,1.226,4.109,1.07,0.061,100.24,0.72,1.940
2020.05.14,1.226,4.111,1.06,0.0615,100.47,0.72,1.925
2020.05.15,1.227,4.132,1.05,0.062,100.4,0.71,1.927
2020.05.18,1.229,4.235,1.04,0.05975,99.67,0.71,1.937
2020.05.19,1.231,4.255,1.03,0.06038,99.37,0.73,1.981
2020.05.20,1.224,4.272,1.02,0.06238,99.12,0.72,1.990
2020.05.21,1.227,4.209,1.01,0.06113,99.37,0.73,1.998
2020.05.22,1.230,4.263,1.01,0.06075,99.86,0.72,1.970
2020.05.25,1.236,4.339,1,0,99.86,0.72,1.995
2020.05.26,1.242,4.335,0.99,0.06025,98.91,0.72,2.030
2020.05.27,1.237,4.351,0.98,0.06163,99.06,0.74,2.031
2020.05.28,1.233,4.351,0.93,0.063,98.38,0.49,2.029
2020.05.29,1.239,4.432,0.88,0.0615,98.34,0.49,2.030
2020.06.01,1.237,4.478,0.84,0.062,97.83,0.49,2.065
2020.06.02,1.227,4.631,0.83,0.065,97.67,0.47,2.087
2020.06.03,1.224,4.639,0.82,0.06188,97.28,0.47,2.147
2020.06.04,1.216,4.702,0.84,0.05975,96.68,0.46,2.151
2020.06.05,1.217,4.704,0.85,0.0625,96.94,0.47,2.182
2020.06.08,1.213,4.706,0.85,0.06075,96.62,0.46,2.184
2020.06.09,1.204,4.717,0.86,0.063,96.32,0.5,2.189
2020.06.10,1.197,4.664,0.86,0.06325,95.96,0.49,2.196
2020.06.11,1.194,4.556,0.86,0.0655,96.73,0.49,2.177
2020.06.12,1.192,4.332,0.87,0.06613,97.32,0.46,2.132
2020.06.15,1.206,4.571,0.88,0.06975,96.71,0.46,2.031
2020.06.16,1.210,4.581,0.9,0.07163,96.96,0.46,2.138
2020.06.17,1.206,4.558,0.91,0.0755,97.16,0.47,2.141
2020.06.18,1.214,4.586,0.92,0.07638,97.42,0.46,2.133
2020.06.19,1.213,4.562,0.92,0.07525,97.62,0.46,2.141
2020.06.22,1.212,4.578,0.91,0.06988,97.04,0.47,2.127
2020.06.23,1.213,4.655,0.9,0.07113,96.65,0.47,2.131
2020.06.24,1.210,4.537,0.89,0.07425,97.15,0.48,2.162
2020.06.25,1.202,4.596,0.89,0.07563,97.43,0.47,2.112
2020.06.26,1.205,4.508,0.89,0.07113,97.43,0.5,2.135
2020.06.29,1.198,4.539,0.89,0.08175,97.54,0.49,2.093
2020.06.30,1.200,4.548,0.89,0.08088,97.39,0.57,2.108
2020.07.01,1.198,4.605,0.88,0.07663,97.2,0.48,2.107
2020.07.02,1.201,4.638,0.86,0.08288,97.32,0.47,2.135
2020.07.03,1.201,4.713,0.84,0.08288,97.17,0.5,2.152
2020.07.06,1.200,4.654,0.84,0.08288,96.72,0.49,2.188
2020.07.07,1.196,4.643,0.84,0.083,96.88,0.45,2.164
2020.07.08,1.192,4.667,0.83,0.08288,96.43,0.48,2.159
2020.07.09,1.195,4.631,0.83,0.08175,96.7,0.48,2.168
2020.07.10,1.194,4.707,0.82,0.08138,96.65,0.49,2.150
2020.07.13,1.202,4.699,0.82,0.082,96.46,0.5,2.186
2020.07.14,1.200,4.740,0.82,0.0775,96.26,0.48,2.184
2020.07.15,1.206,4.691,0.81,0.08425,96.08,0.47,2.202
2020.07.16,1.200,4.730,0.81,0.08675,96.35,0.49,2.184
2020.07.17,1.204,4.711,0.81,0.08563,95.94,0.46,2.201
2020.07.20,1.205,4.774,0.81,0.0855,95.83,0.44,2.198
2020.07.21,1.203,4.750,0.8,0.08525,95.12,0.46,2.229
2020.07.22,1.198,4.725,0.79,0.08588,94.99,0.45,2.229
2020.07.23,1.193,4.694,0.79,0.08563,94.69,0.46,2.216
2020.07.24,1.198,4.735,0.78,0.08488,94.43,0.48,2.200
2020.07.27,1.201,4.839,0.78,0.08513,93.67,0.49,2.218
2020.07.28,1.196,4.858,0.78,0.08475,93.7,0.47,2.257
2020.07.29,1.195,4.871,0.78,0.08413,93.45,0.48,2.263
2020.07.30,1.195,4.833,0.78,0.085,93.02,0.49,2.267
2020.07.31,1.191,4.845,0.78,0.08725,93.35,0.51,2.249
2020.08.03,1.189,4.898,0.77,0.08425,93.54,0.51,2.251
2020.08.04,1.193,4.960,0.77,0.089,93.38,0.5,2.280
2020.08.05,1.193,5.036,0.77,0.08338,92.87,0.48,2.312
2020.08.06,1.190,5.059,0.77,0.08575,92.79,0.49,2.343
2020.08.07,1.184,5.128,0.77,0.08513,93.43,0.5,2.352
2020.08.10,1.185,5.198,0.77,0.086,93.58,0.47,2.386
2020.08.11,1.186,5.219,0.78,0.08525,93.63,0.47,2.419
2020.08.12,1.184,5.235,0.78,0.08538,93.44,0.49,2.432
2020.08.13,1.186,5.167,0.79,0.08488,93.33,0.49,2.438
2020.08.14,1.183,5.062,0.79,0.0855,93.1,0.52,2.407
2020.08.18,1.185,5.067,0.8,0.08363,92.27,0.52,2.348
2020.08.19,1.185,4.872,0.8,0.08463,92.89,0.51,2.361
2020.08.20,1.182,4.953,0.8,0.083,92.79,0.5,2.274
2020.08.21,1.186,5.007,0.8,0.08175,93.25,0.53,2.305
2020.08.24,1.185,5.079,0.82,0.08175,93.3,0.53,2.330
2020.08.25,1.190,5.094,0.82,0.08138,93.02,0.52,2.367
2020.08.26,1.186,5.054,0.83,0.08175,93.01,0.53,2.369
2020.08.27,1.187,5.066,0.84,0.082,93,0.5,2.344
2020.08.28,1.185,4.969,0.84,0.08088,92.37,0.49,2.354
2020.08.31,1.185,5.015,0.86,0,92.14,0.55,2.326
2020.09.01,1.183,5.040,0.87,0.08125,92.34,0.52,2.350
2020.09.02,1.184,5.108,0.88,0.0825,92.85,0.49,2.364
2020.09.03,1.186,5.032,0.88,0.08238,92.74,0.48,2.396
2020.09.04,1.187,5.053,0.89,0.08163,92.72,0.48,2.368
2020.09.07,1.190,5.113,0.9,0,92.72,0.49,2.384
2020.09.08,1.187,5.058,0.91,0.07938,93.44,0.43,2.402
2020.09.09,1.187,5.103,0.91,0.08213,93.25,0.48,2.376
2020.09.10,1.189,5.100,0.91,0.08413,93.34,0.47,2.396
2020.09.11,1.185,5.167,0.91,0.083,93.33,0.49,2.397
2020.09.14,1.188,5.208,0.91,0.08388,93.05,0.47,2.428
2020.09.15,1.184,5.193,0.9,0.08325,93.05,0.46,2.444
2020.09.16,1.180,5.127,0.89,0.0825,93.21,0.46,2.436
2020.09.17,1.177,5.142,0.89,0.08225,92.97,0.46,2.406
2020.09.18,1.175,5.096,0.9,0.08313,92.93,0.47,2.412
2020.09.21,1.163,4.975,0.91,0.0825,93.66,0.46,2.389
2020.09.22,1.160,4.985,0.91,0.08263,93.99,0.49,2.333
2020.09.23,1.163,4.857,0.92,0.08038,94.39,0.47,2.333
2020.09.24,1.164,4.873,0.92,0.08075,94.35,0.49,2.273
2020.09.25,1.170,4.934,0.92,0.08013,94.64,0.48,2.279
2020.09.28,1.170,4.972,0.92,0.08163,94.28,0.48,2.308
2020.09.29,1.173,5.037,0.92,0.08175,93.89,0.55,2.328
2020.10.05,1.169,5.055,0.92,0.08138,93.51,0.47,2.358
2020.10.06,1.163,5.099,0.92,0.0815,93.69,0.46,2.366
2020.10.07,1.160,5.102,0.92,0.08175,93.63,0.48,2.387
2020.10.08,1.162,5.122,0.91,0.08263,93.61,0.53,2.392
2020.10.12,1.156,5.125,0.91,0,93.07,0.54,2.404
2020.10.13,1.148,5.073,0.91,0.08,93.53,0.54,2.403
2020.10.14,1.149,5.027,0.9,0.08088,93.38,0.5,2.380
2020.10.15,1.145,4.994,0.9,0.08125,93.86,0.47,2.361
2020.10.16,1.144,4.998,0.9,0.08113,93.68,0.47,2.342
2020.10.19,1.145,5.028,0.89,0.08088,93.43,0.48,2.347
2020.10.20,1.142,5.043,0.89,0.08038,93.07,0.49,2.358
2020.10.21,1.139,5.008,0.89,0.08063,92.61,0.52,2.371
2020.10.22,1.133,5.022,0.89,0.08413,92.95,0.53,2.355
2020.10.23,1.134,4.995,0.89,0.08138,92.77,0.55,2.361
2020.10.26,1.134,4.976,0.89,0.08063,93.04,0.56,2.344
2020.10.27,1.129,5.007,0.89,0.08163,92.94,0.56,2.331
2020.10.28,1.127,4.966,0.89,0.08025,93.4,0.49,2.345
2020.10.29,1.129,4.826,0.89,0.081,93.96,0.48,2.327
2020.10.30,1.133,4.896,0.89,0.08138,94.04,0.52,2.267
2020.11.02,1.130,4.990,0.89,0.08113,94.13,0.48,2.300
2020.11.03,1.134,5.027,0.91,0.082,93.55,0.47,2.343
2020.11.04,1.134,5.147,0.91,0.0815,93.41,0.46,2.357
2020.11.05,1.136,5.158,0.91,0.08138,92.53,0.46,2.414
2020.11.06,1.130,5.212,0.91,0.08263,92.23,0.51,2.417
2020.11.09,1.124,5.199,0.91,0.08113,92.72,0.5,2.447
2020.11.10,1.115,5.276,0.91,0.08488,92.75,0.49,2.453
2020.11.11,1.115,5.249,0.91,0,93.04,0.48,2.486
2020.11.12,1.112,5.299,0.91,0.0815,92.96,0.48,2.476
2020.11.13,1.113,5.409,0.91,0.08325,92.75,0.48,2.494
2020.11.16,1.115,5.398,0.9,0.08363,92.64,0.48,2.543
2020.11.17,1.108,5.409,0.9,0.08213,92.42,0.49,2.539
2020.11.18,1.106,5.421,0.9,0.08225,92.32,0.48,2.546
2020.11.19,1.105,5.424,0.9,0.08238,92.29,0.49,2.547
2020.11.20,1.112,5.539,0.9,0.08263,92.39,0.49,2.554
2020.11.23,1.114,5.567,0.9,0.082,92.5,0.51,2.603
2020.11.24,1.112,5.549,0.91,0.08013,92.23,0.52,2.618
2020.11.25,1.111,5.616,0.92,0.08,91.99,0.51,2.602
2020.11.26,1.107,5.628,0.93,0,91.99,0.53,2.626
2020.11.27,1.105,5.524,0.94,0.08025,91.79,0.52,2.633
2020.11.30,1.104,5.636,0.93,0.085,91.87,0.6,2.591
2020.12.01,1.104,5.744,0.93,0.0805,91.31,0.51,2.634
2020.12.02,1.107,5.809,0.93,0.0815,91.12,0.48,2.676
2020.12.03,1.103,5.916,0.93,0.08275,90.71,0.48,2.696
2020.12.04,1.098,5.968,0.93,0.08325,90.7,0.48,2.731
2020.12.07,1.086,5.838,0.93,0.08288,90.79,0.46,2.745
2020.12.08,1.082,5.964,0.92,0.0825,90.96,0.45,2.701
2020.12.09,1.084,5.933,0.92,0.08263,91.09,0.48,2.755
2020.12.10,1.083,5.975,0.92,0.08288,90.82,0.49,2.746
2020.12.11,1.086,5.967,0.92,0.08325,90.98,0.5,2.770
2020.12.14,1.089,5.953,0.92,0.0825,90.71,0.5,2.762
2020.12.15,1.090,5.977,0.92,0.082,90.47,0.49,2.757
2020.12.16,1.093,5.969,0.91,0.08125,90.45,0.49,2.772
2020.12.17,1.092,5.957,0.91,0.08538,89.82,0.48,2.770
2020.12.18,1.092,5.971,0.91,0.08438,90.02,0.48,2.772
2020.12.21,1.097,5.878,0.91,0.08463,90.04,0.51,2.779
2020.12.22,1.101,5.959,0.91,0.08513,90.65,0.52,2.734
2020.12.23,1.106,6.068,0.91,0.08563,90.41,0.56,2.760
2020.12.24,1.108,6.072,0.91,0.081,90.32,0.55,2.807
2020.12.28,1.103,6.111,0.92,0,90.34,0.55,2.809
2020.12.29,1.098,6.224,0.93,0.08738,89.99,0.54,2.821
2020.12.30,1.093,0.000,0.94,0.08563,89.68,0.57,2.873
2020.12.31,1.088,6.381,0.94,0.07763,89.94,0.61,n.ll
2021.01.04,1.088,6.479,0.94,0.08463,89.87,0.53,2.944
2021.01.05,1.083,6.419,0.91,0.08638,89.44,0.48,2.991
2021.01.06,1.086,6.568,0.89,0.0865,89.53,0.48,2.968
2021.01.07,1.086,6.881,0.88,0.08675,89.83,0.49,3.032
2021.01.08,1.087,6.899,0.87,0.08675,90.1,0.48,3.152
2021.01.11,1.094,6.839,0.87,0.08688,90.46,0.51,3.148
2021.01.12,1.097,6.889,0.86,0.08588,90.09,0.48,3.126
2021.01.13,1.099,6.860,0.86,0.086,90.36,0.49,3.148
2021.01.14,1.095,6.695,0.86,0.08675,90.24,0.49,3.150
2021.01.15,1.100,6.541,0.86,0.08663,90.77,0.5,3.086
2021.01.18,1.097,6.712,0.86,0,90.76,0.51,3.014
2021.01.19,1.104,6.760,0.86,0.08513,90.5,0.48,3.093
2021.01.20,1.102,6.853,0.86,0.08663,90.47,0.48,3.115
2021.01.21,1.100,6.805,0.86,0.087,90.13,0.48,3.161
2021.01.22,1.099,6.967,0.87,0.08625,90.24,0.49,3.141
2021.01.25,1.102,6.797,0.87,0.08463,90.39,0.48,3.209
2021.01.26,1.103,6.756,0.88,0.08375,90.17,0.51,3.140
2021.01.27,1.103,6.646,0.88,0.08288,90.65,0.45,3.123
2021.01.28,1.104,6.453,0.88,0.07925,90.46,0.46,3.069
2021.01.29,1.114,6.647,0.88,0.07875,90.58,0.52,2.976
2021.02.01,1.117,6.727,0.88,0.07925,90.98,0.49,3.057
2021.02.02,1.118,6.793,0.88,0.08113,91.2,0.47,3.097
2021.02.03,1.116,6.684,0.88,0.08288,91.17,0.45,3.130
2021.02.04,1.114,6.768,0.88,0.083,91.53,0.47,3.088
2021.02.05,1.116,6.682,0.87,0.08288,91.04,0.46,3.121
2021.02.08,1.124,6.664,0.87,0.08125,90.93,0.48,3.091
2021.02.09,1.119,6.701,0.87,0.07988,90.44,0.49,3.085
2021.02.10,1.116,6.816,0.87,0.07988,90.37,0.49,3.101
2021.02.15,1.110,6.841,0.87,0,90.48,0.49,3.147
2021.02.16,1.103,6.764,0.87,0.0815,90.51,0.5,3.163
2021.02.17,1.099,6.653,0.87,0,90.95,0.47,3.134
2021.02.18,1.107,6.712,0.87,0,90.59,0.49,3.087
2021.02.19,1.105,6.636,0.86,0,90.36,0.51,3.108
2021.02.22,1.107,6.607,0.86,0,90.01,0.5,3.080
2021.02.23,1.106,"6,607",0.86,0,90.17,0.49,3.070